firstName,lastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,status,active,statsperform_id,opta_id,stats_id,placeOfBirth,height,foot,weight
Santiago,Colombatto,S. Colombatto,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,1/17/1997,Argentina,2vovxa97k7v7ofa85dah2xktb,5,active,no,1u9sn1cu0pq16mina2q6d6dwp,218298,894249,Ucacha,180,left,71
Jarne,Steuckers,J. Steuckers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2/4/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,61,active,yes,2gwigr63tgo2jw460msz2qgwk,524486,1268433,Sint-Truiden,,left,
Ibrahima Sory,Sankhon,I. Sankhon,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,1/1/1996,Guinea,4i9sg55wigitrfx7290f59ceo,8,active,no,2qs78gdgvpcn8t24t3qtqisx5,241717,978444,Forécariah,177,right,72
Wim,Vanmarsenille,W. Vanmarsenille,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,7/31/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,35,active,yes,3ga5ua47ga1hfp3dh83b0ygwk,510930,1229601,,,,
Mathias,Delorge-Knieper,M. Delorge-Knieper,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,7/31/2004,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,3zc219xqywme43v3jdwmv44d0,530302,1269436,,,left,
Yuma,Suzuki,Y. Suzuki,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,4/26/1996,Japan,lxyibh89lpdc0bfian1nx0xq,9,active,yes,51xel26o3uzvjdbcywcunmu3t,213788,827666,Chiba,182,right,75
Georgios,Vagiannidis,G. Vagiannidis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,9/12/2001,Greece,6lpgd60z890no2v46zdecrcss,77,active,no,59e0uusbhyz9wo8c3rtqlcve,492198,1187908,Gerakas,182,right,68
Jorge Filipe,Avelino Teixeira,Jorge Teixeira,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,8/27/1986,Portugal,1nbm5i9a0403zzvltn17lxinc,26,active,yes,5a2sf4o445ei5pqiinvmjmpcl,64340,513628,Lisboa,188,right,86
Ko,Matsubara,K. Matsubara,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,8/30/1996,Japan,lxyibh89lpdc0bfian1nx0xq,2,active,yes,5nmoszufgblrvz7ws0po5aort,208813,867470,Hamamatsu,182,left,76
Daniel Yuji,Yabuki Schmidt,D. Schmidt,Japan,lxyibh89lpdc0bfian1nx0xq,Goalkeeper,player,2/3/1992,USA,7hr2f89v44y65dyu9k92vprwn,21,active,yes,5q4wztjkk6nuwapm7qgey9w45,205653,559888,Illinois,197,right,88
Maximiliano,Caufriez,M. Caufriez,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/16/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,23,active,no,6euu7oztc1jkxcgef0g75cq95,212530,878576,,189,right,81
Samuel,Asamoah,S. Asamoah,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,3/23/1994,Ghana,2q2sw72utw5gu9t5y4knckwba,12,active,no,6xkjdanc26qrq1rzx38mwafh1,213626,825940,Accra,166,right,
Mory,Konaté,M. Konaté,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,11/15/1993,Guinea,4i9sg55wigitrfx7290f59ceo,24,active,yes,7d57au4z5cuxc5k6tu6qgp94a,431208,1070145,Conakry,191,both,84
Nelson Felix,Balongo Lissondja Vha,N. Balongo,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,4/15/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,yes,7mykmltubtag5pb2ze6s9jsyy,475375,1156628,Tongeren,187,right,
Stan,Van Dessel,S. Van Dessel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,7/24/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,19,active,yes,7n75ohdnbi436je81n5f8f9m2,488343,1177800,Diest,162,both,
Christopher James,Durkin,C. Durkin,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2/8/2000,USA,7hr2f89v44y65dyu9k92vprwn,32,active,yes,7uv8k6pqob0xqw7zchsfxk4ix,211988,876674,Hampton,183,right,75
Pol,García Tena,Pol García,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2/18/1995,Spain,49ih1pwv3ahshdf8uzrimi54c,4,active,no,7uwz7gjobrhf0g0rv91h8dkgl,141567,724017,Terrassa,185,left,71
Facundo,Colidio,F. Colidio,Argentina,2vovxa97k7v7ofa85dah2xktb,Attacker,player,1/4/2000,Argentina,2vovxa97k7v7ofa85dah2xktb,18,active,no,8m3ugl7bv9lvo33kny9ltp71l,445091,1110519,Rafaela,182,right,68
Keito,Nakamura,K. Nakamura,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,7/28/2000,Japan,lxyibh89lpdc0bfian1nx0xq,15,active,no,8wq90yejo2ktnfuzrkju45all,219274,954659,Chiba,180,right,75
Oleksandr,Filippov,O. Filippov,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,10/23/1992,Ukraine,315w6fk6umfzf4qvba3t55u61,11,active,yes,8y5gc7ykif9fxwpafd7l3mac5,126124,1155429,Avdiivka,182,right,75
Jhonny Lucas,Flora Barboza,Jhonny Lucas,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2/21/2000,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,33,active,no,9cfgrqhc8d6b7pf75ckxiupgq,433002,1114379,Curitiba,170,right,65
Wolke,Johannes Janssens,W. Janssens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1/11/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,yes,9qafk5ke1yzqggkcmf1zqevp,231199,921544,Peer,185,,
Christian,Brüls,C. Brüls,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/30/1988,Belgium,4wbzjcclyefma1ourvjsu4q2j,44,active,yes,a375qgbjxnpucpz3hprf2fkr9,55250,464913,Malmedy,179,both,74
Jonathan,Buatu Mananga,Jonathan Buatu,Angola,3k53bkrjx5zsxchc6e3mcd834,Defender,player,9/27/1993,Belgium,4wbzjcclyefma1ourvjsu4q2j,39,active,yes,aa43uokg23dh0ls3pgzu4b74l,83126,544575,Liège,187,left,87
Siebren,Lathouwers,S. Lathouwers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,8/11/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,31,active,no,aa5d7astmz7isnptux1l56jqi,460970,1126984,Hasselt,183,right,
Liberato Gianpaolo,Cacace,L. Cacace,New Zealand,wcq2y28a27syx5do1k2i2nj8,Defender,player,9/27/2000,New Zealand,wcq2y28a27syx5do1k2i2nj8,13,active,yes,an5eip4p2zmw49hh9eqksigo9,438130,1081134,Wellington,170,left,
Steve Danny Marc,De Ridder,S. De Ridder,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/25/1987,Belgium,4wbzjcclyefma1ourvjsu4q2j,16,active,yes,blxyd9jua1a50entscz1kn5qt,53058,347079,Gent,179,right,73
Dimitri Dominique,Lavalée,D. Lavalée,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1/13/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,yes,cne8uwbnrwbwqjpj3pme1kbmx,242162,959071,Soumagne,187,left,76
Samy,Mmaee Nwambeben,S. Mmaee,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,9/8/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,20,active,no,cq0cto13xxloz8cqit2j24c7p,192658,836001,Halle,185,right,82
Hamza,Massoudi,H. Massoudi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/24/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,70,active,no,ctpyzo9d1fbsn1qmxvu0tj97u,488341,1177799,Brussels,,right,
Daiki,Hashioka,D. Hashioka,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,5/17/1999,Japan,lxyibh89lpdc0bfian1nx0xq,4,active,yes,e5oet393vired282yco4i7gfd,209293,946009,Saitama,182,right,73
Duckens Moses,Nazon,D. Nazon,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,4/7/1994,France,7gww28djs405rfga69smki84o,90,active,no,e7w5aujupw3lwhw69vnphqor9,195603,739129,Châtenay-Malabry,181,right,79
Seung-Woo,Lee,Lee Seung-Woo,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Midfielder,player,1/6/1998,Korea Republic,4vzpxtqkiwx0puygnmayr74di,10,active,no,f4fwdqvrdwx1fq70hm6s7db6x,183370,896826,Suwon,174,right,60
Daan,Heymans,D. Heymans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,6/15/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,18,active,no,14xb29tv90y8uataijmh03rah,230386,922862,,193,,
Lucas,Pirard,L. Pirard,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,3/10/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,1a9u2g4hynrz2e93sz1evhpzp,179252,790768,,191,right,
Jeremy,Cijntje,J. Cijntje,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1/8/1998,Netherlands,6hzi5pltnz67q4la8yli9qfv6,19,active,no,20rywkv6ffsebmxgous91z6jt,243300,962156,Dordrecht,183,right,70
Tom,Reyners,T. Reyners,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/20/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,77,active,yes,3h06pclx1wborpmnwg52rway2,460972,1126982,,,,
Daam Wonnebald,Foulon,D. Foulon,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,3/23/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,no,3lraqym3pvhs9rvrpvpxuj1l,437743,1077451,Mechelen,180,left,
Sadek Jordan,Chebel Faucher,J. Faucher,France,7gww28djs405rfga69smki84o,Attacker,player,11/6/1991,France,7gww28djs405rfga69smki84o,9,active,yes,42lrysnpjh64znhdnpajc38b9,92351,583364,Créteil,177,both,72
Paul,Fadiala Keita,P. Keita,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,6/23/1992,Senegal,6hhqyhr5cwq2pfprlazyposyk,,active,no,48kl2lkdt923rj2uaik8x4l3p,88792,619449,Dakar,194,,85
Andrija,Vukčević,A. Vukčević,Montenegro,1411jebgwo2ja1erogsq81lg9,Defender,player,10/11/1996,Montenegro,1411jebgwo2ja1erogsq81lg9,22,active,no,4h9ah2f2n815dewjlljrl2qqd,172665,921608,Podgorica,180,left,77
Stefan,Milošević,S. Milošević,Montenegro,1411jebgwo2ja1erogsq81lg9,Attacker,player,6/23/1996,Montenegro,1411jebgwo2ja1erogsq81lg9,99,active,no,4kkg3ttg5fa8sabsmbzn0ldqt,184860,1157284,Nikšić,190,,
Dries,Wuytens,D. Wuytens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,3/18/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,15,active,yes,58ps6jz25uvo7ggusmpyr2wnp,96567,564018,Eksel,183,right,80
Denzel,Jubitana,D. Jubitana,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,5/6/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,14,active,no,59hntz90bosu0npeg1b46g1d5,422054,1049351,,173,,
Brendan,Schoonbaert,B. Schoonbaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,5/9/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,3,active,yes,67p135fxjkuprkc4sbiyfdhih,235066,1168129,Gisenyi,,,
Djihad,Bizimana,D. Bizimana,Rwanda,12obgipj8u3vm1grf3jkrvqte,Midfielder,player,12/12/1996,Rwanda,12obgipj8u3vm1grf3jkrvqte,8,active,no,6qxlz78irdltftjf4c72uo0yx,219606,998373,,180,right,
Matthias,Verreth,M. Verreth,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/20/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,no,75o7fx1uwk6pavxbnqqx28y51,178970,897278,Morkhoven,181,,81
Alessandro,Albanese,A. Albanese,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1/12/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,12,active,yes,78n7z9tmen93v4l0nj1vnlujt,235086,944923,Liège,174,right,
Milan,De Mey,M. De Mey,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/3/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,88,active,yes,7fhhugatfrnm7b56nxqqb067e,450419,1115911,,180,right,
Serge Sidoine Tchaha,Leuko,S. Leuko,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,8/4/1993,Cameroon,4eb9feio6u267dd1jcwaf38mt,23,active,no,7hiysf3lvsovhblba6fy9vbp,213461,604411,Douala,173,right,74
Vladimir,Van de Wiel-Novinchanova,V. Van de Wiel-Novinchanova,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/12/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,2,active,no,80l35qau6qbcvl90kk3naydwp,510927,996792,,,,
Danel,Sinani,D. Sinani,Luxembourg,f2r46apchse9eg3n9c9pupfs,Attacker,player,4/5/1997,Luxembourg,f2r46apchse9eg3n9c9pupfs,10,active,no,8k5rritl3k05hubghapadgx61,217245,1073982,Belgrad,185,,
Georges Constant,Mandjeck,G. Mandjeck,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,12/9/1988,Cameroon,4eb9feio6u267dd1jcwaf38mt,4,active,no,8tanbgl4ttzr9dwqhturwbq39,43455,397600,Douala,185,right,75
Jenthe,Mertens,J. Mertens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/18/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,yes,8uixvlde2zvdihf4hadtgdiei,447906,1108121,,181,right,75
Leonardo,Bertone,L. Bertone,Switzerland,3bh70jgvc5mn58x0byjkuda17,Midfielder,player,3/14/1994,Switzerland,3bh70jgvc5mn58x0byjkuda17,6,active,yes,9ffrfxl90gv947oi9z2p2vy6t,116700,656855,,179,right,72
Din,Sula,D. Sula,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,3/2/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,98,active,no,9r1akib8a38ftnjy9zt22evhl,213686,871325,Brussel,185,,
Luís Miguel,Vieira Silva,Miguel Vieira,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,10/8/1990,Portugal,1nbm5i9a0403zzvltn17lxinc,37,active,no,9t0rq1rfkuk0id9drsqxbwlp1,179311,878952,Amarante,190,right,87
Jur,Schryvers,J. Schryvers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,3/11/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,52,active,yes,9ug4mbz2q55ufu1jv3z2mxhhx,431158,885066,,180,,
Yuki,Kobayashi,Y. Kobayashi,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,4/24/1992,Japan,lxyibh89lpdc0bfian1nx0xq,,active,no,9wan49fvimh705r3jjfrlhuc5,158283,541237,Tokyo,182,left,72
Andreas,Wiegel,A. Wiegel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,7/21/1991,Germany,36min0qztu8eydwvpv8t1is0m,7,active,no,am8d8igp5ecz2p63v05obvb2t,100856,603592,Paderborn,179,right,70
Alexis,Gamboa,A. Gamboa,Costa Rica,48emauy3fucokp86skcs5alh8,Defender,player,3/20/1999,Costa Rica,48emauy3fucokp86skcs5alh8,19,active,no,aq748pp3jyntucwe1wk06rgiy,439436,1124547,Pococí,189,left,78
Aboubakary,Koita,A. Koita,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,9/20/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,17,active,no,bk9fq3chnhmw3u36qz5vf1vjd,243827,1058999,Antwerpen,175,right,
Melvin,Sitti,M. Sitti,France,7gww28djs405rfga69smki84o,Midfielder,player,2/14/2000,France,7gww28djs405rfga69smki84o,28,active,no,c2y6hqqfl8j9c1m0zd1qdk9ka,488548,1178797,Paris,182,right,67
Brent,Gabriël,B. Gabriël,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/27/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,44,active,yes,c84u47w1mc6glo4ol6qq22bjd,459185,1124358,Sint-Niklaas,190,,
Joseph Isiah,Efford,J. Efford,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,8/29/1996,USA,7hr2f89v44y65dyu9k92vprwn,11,active,yes,cb01n06n2ihlil5hf6q7u04tm,439760,1229603,,176,right,
Karlo,Lulić,K. Lulić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,5/10/1996,Croatia,37hlakrwxyuzovaeoo4sezusp,,active,no,cgcwrulsr19sn3b2c5af71exh,166615,794903,,,,
Aleksandar,Vukotić,A. Vukotić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,7/22/1995,Serbia,5w4ve503bjdsshwx9ho6jxzx0,26,active,yes,dhbt80hxmsucww2l2zs5efzrp,235747,1123157,Kraljevo,201,,
Sivert,Heltne Nilsen,S. Nilsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,10/2/1991,Norway,7f16iy4w8u8ogyn6pfooqwv5z,16,active,no,dz4wqn00gel71p7qs7qqycb9,126317,985674,Bergen,184,right,78
Felix,Bastians,F. Bastians,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,5/9/1988,Germany,36min0qztu8eydwvpv8t1is0m,5,active,yes,e14okz3wjn99shaltx38e7rh1,27717,464452,Bochum,188,left,83
Amine,Khammas,A. Khammas,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,4/6/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,24,active,no,eapg7btb8xva6dn55s1cqepgq,431127,978021,Rumst,172,both,
Nikola,Pejčić,N. Pejčić,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,10/30/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,20,active,yes,eoiiy7lupa7j8nmqp23e9g3dg,511122,1229615,,190,,
Michael,Frey,M. Frey,Switzerland,3bh70jgvc5mn58x0byjkuda17,Attacker,player,7/19/1994,Switzerland,3bh70jgvc5mn58x0byjkuda17,99,active,no,ex7y8oe78ewwmibz41qbmwhxx,116226,656153,Münsingen,189,right,86
